Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	DIDnas	NONpro	PARbur	PARcau	SPIter	STEvir
23	2	4776	2539	28.862	53.367	1227.5	76.866	0.999376	6.216831e-08	1.1384673e-06	8.743241e-06	4.288521e-07	0.00061355875
23	1	676	2899	29.568	69.096	1675.5	18.435	0.13891605	2.826254e-08	1.5556203e-07	0.001692021	3.53075e-06	0.85938823
23	8	3593	2297	24.042	62.225	1274.0	45.0	0.97022295	3.607086e-07	7.2004595e-06	0.0001707484	0.00021363853	0.029385205
23	14	3137	465	29.602	68.544	1662.5	15.376	0.91265976	9.031216e-09	9.9881305e-08	2.0277128e-06	6.370826e-05	0.08727437
24	3	2814	2506	27.857	49.769	1070.5	68.199	0.639602	0.0013075328	0.04644946	0.096374325	0.028282706	0.18798403
24	11	1338	1000	24.026	58.355	1190.0	12.265	0.8273064	3.006337e-07	3.6620595e-06	0.0031882485	9.891588e-06	0.16949148
24	10	2911	1143	25.831	65.736	1449.5	74.932	0.9995271	6.178424e-09	1.9489967e-07	4.1556555e-07	2.6361455e-05	0.0004458383
24	2	4778	2499	26.575	58.739	1315.0	12.095	0.9566983	2.5915313e-06	2.7998603e-05	0.003124803	5.3391825e-05	0.040093
24	13	2969	809	28.018	51.614	1147.5	35.538	0.9997228	1.8024014e-08	6.2654276e-06	0.00020159893	1.830546e-06	6.741754e-05
24	9	2904	1644	22.94	52.405	936.5	15.709	0.97477084	0.00017044833	0.0050904774	0.0037296112	0.010555966	0.0056826463
24	4	3486	2579	26.879	53.052	1128.0	46.736	0.99980456	3.2245776e-08	7.916315e-06	5.5254743e-05	1.8700603e-06	0.00013039584
24	1	684	2946	32.33	65.048	1672.5	51.009	0.86469805	1.4117152e-05	0.0005981822	0.021726469	0.0017084013	0.111254714
24	7	1370	2273	28.377	66.093	1585.0	14.421	0.9981183	6.517016e-09	5.578261e-07	0.00010916687	4.1622158e-07	0.0017714903
24	12	2565	1010	27.659	74.953	1733.5	13.325	0.99589217	2.179546e-09	4.2317314e-08	1.3741645e-06	3.5631729e-06	0.004102873
24	14	3188	461	29.971	65.531	1595.0	62.176	0.9999175	1.4702408e-09	9.475286e-08	3.788499e-07	5.493641e-07	8.143688e-05
24	8	3626	2334	26.387	57.474	1211.5	62.745	0.9995407	7.995813e-09	2.1821045e-06	9.276e-06	1.9803838e-06	0.0004459307
24	6	4846	2488	29.77	58.62	1315.0	7.907	0.6974996	1.390672e-06	8.8456784e-07	2.7959497e-05	6.6518837e-06	0.3024635
25	13	2974	812	26.401	46.957	999.0	26.565	0.99941003	2.890697e-08	2.619588e-05	0.00034421586	1.2701831e-05	0.00020689028
25	3	2843	2525	27.074	56.143	1200.5	4.514	0.7044969	7.455207e-08	4.073815e-06	3.9949384e-05	0.00014161624	0.29531735
25	4	3514	2583	28.653	50.12	1142.0	61.39	0.9997502	3.045508e-09	1.6367911e-06	1.9155234e-06	1.9625538e-06	0.00024431787
25	14	3218	434	28.727	49.661	1134.0	32.005	0.9997845	2.697656e-09	1.2403505e-06	1.0371767e-05	2.4693523e-07	0.00020365999
25	9	2896	1598	22.611	54.362	971.0	55.923	0.9903436	8.772684e-09	7.999039e-07	2.731525e-06	3.153186e-05	0.009621367
25	7	1361	2312	29.547	51.894	1218.5	24.444	0.9772356	7.5664485e-07	7.667684e-06	9.357219e-05	2.0070713e-05	0.02264228
25	11	1361	960	26.8	63.303	1297.5	53.393	0.021417398	2.070802e-08	1.0287749e-07	0.00017336657	2.046875e-05	0.9783887
25	2	4786	2454	26.519	57.02	1273.0	1.591	0.9977938	6.0965085e-08	3.258434e-06	0.00015841948	2.2015772e-06	0.0020423534
25	1	720	2981	31.145	65.795	1620.0	47.121	0.99640745	4.1672465e-08	4.344552e-06	5.801565e-05	3.2796931e-06	0.0035268113
25	8	3629	2379	24.418	61.492	1287.5	10.305	0.9898352	1.4577216e-06	5.6259807e-05	0.0028319631	0.00019407348	0.0070809713
25	10	2959	1122	27.659	63.781	1407.5	48.652	0.9998605	2.657485e-08	1.881828e-06	1.1917436e-06	3.1207087e-06	0.00013321426
25	12	2617	1008	29.12	70.88	1699.0	73.61	0.7431268	9.911087e-08	2.5292427e-06	0.0015138539	0.0002668668	0.2550898
26	13	2950	800	31.82	38.891	958.0	45.0	0.9996997	2.7347136e-07	1.6079466e-05	9.815981e-06	2.670782e-06	0.0002714088
26	14	3225	433	31.0	42.0	1037.0	90.0	0.99994457	1.075825e-07	1.7118195e-05	1.149344e-06	1.1025613e-06	3.5857796e-05
26	3	2881	2512	29.0	55.172	1242.5	43.668	0.999961	1.0704058e-08	8.0243814e-07	3.507693e-07	1.3762083e-06	3.640984e-05
26	7	1334	2327	28.16	61.294	1418.5	84.56	0.999956	1.2526088e-09	1.4826266e-07	8.970567e-07	1.4355494e-07	4.2737105e-05
26	4	3546	2552	26.879	65.088	1439.0	42.879	0.9902165	6.880717e-08	4.038921e-06	0.00027624625	1.2060832e-05	0.009491145
26	9	2865	1568	23.335	44.548	808.5	45.0	0.5158335	6.858041e-05	0.3685491	0.07909259	0.033092294	0.003363857
26	2	4773	2416	26.907	53.814	1180.5	47.386	0.99538416	1.472148e-07	4.5742603e-05	0.0008979425	1.6096814e-05	0.003655906
26	11	1405	950	25.402	58.363	1169.0	10.305	0.99799865	2.4777316e-09	1.4531252e-06	0.000141789	8.367502e-06	0.0018496909
26	8	3622	2422	26.043	49.661	1038.0	85.914	0.99995816	1.6333559e-08	1.26469e-06	2.7434999e-06	8.4244743e-07	3.68912e-05
26	10	2977	1076	27.0	65.0	1482.0	90.0	0.9995265	3.9300254e-08	2.2373931e-06	1.8827052e-06	1.8432925e-06	0.00046747763
26	12	2663	982	28.425	74.653	1826.0	50.528	0.98862016	1.1620036e-07	1.2806339e-06	8.964009e-05	1.9104235e-05	0.0112697035
26	6	4806	2555	28.04	64.064	1372.0	59.744	0.9771664	8.1313107e-07	1.2667385e-05	5.564021e-05	8.6069645e-05	0.022678377
26	15	4841	2573	27.803	54.818	1237.5	38.29	0.9999813	1.148193e-08	1.8431342e-06	3.7074045e-07	3.368616e-07	1.623587e-05
27	9	2865	1548	22.627	43.841	776.0	45.0	0.9982272	1.7012198e-06	0.00028852283	0.00022126877	0.0010518909	0.00020933888
27	3	2891	2479	26.926	45.354	998.0	75.964	0.99993074	3.2968124e-08	3.6155216e-05	4.347052e-06	8.7686954e-07	2.7841981e-05
27	14	3243	466	29.703	64.002	1570.0	53.973	0.9999629	4.4940855e-09	7.571871e-07	2.6313244e-06	5.92416e-07	3.3182758e-05
27	13	2937	767	27.505	66.412	1538.5	63.435	0.9997187	1.5817662e-09	8.542605e-08	3.6114918e-07	2.0721671e-07	0.00028058878
27	15	4807	2606	24.749	61.518	1276.5	45.0	0.88785344	4.425347e-06	0.0039726105	0.090315685	0.00015902227	0.017694822
27	8	3636	2443	26.405	41.584	872.5	18.435	0.9995877	8.746561e-08	0.00015442618	0.00012760216	1.1448656e-05	0.00011866944
27	11	1432	965	26.387	36.895	751.5	63.435	0.9998356	6.4563494e-08	9.829429e-06	1.6899423e-05	7.60676e-07	0.0001368606
27	2	4738	2394	26.0	59.093	1280.5	23.962	0.99975055	7.61544e-09	1.0289766e-06	3.1954658e-06	3.47664e-06	0.00024171743
27	7	1290	2335	28.792	67.067	1537.0	69.624	0.9913784	9.385196e-09	1.7576187e-05	0.0070186914	8.405526e-06	0.0015769105
27	4	3588	2530	28.0	62.0	1400.5	-0.0	0.9934617	1.852514e-09	1.8954769e-06	3.3460256e-05	1.922335e-05	0.0064835856
27	6	4754	2563	23.521	70.144	1432.0	3.366	0.97564995	2.9327708e-08	1.0780998e-06	0.000113576556	0.0004067168	0.02382869
27	10	2970	1023	26.12	61.792	1368.0	84.472	0.9986588	2.2233478e-07	7.674607e-05	0.00046134327	6.799339e-05	0.00073489256
27	12	2708	953	30.083	70.937	1702.5	68.429	0.9714425	1.918332e-08	1.2892971e-06	0.00042489008	3.4863137e-05	0.028096486
28	11	1420	956	24.824	48.541	972.5	34.38	0.91974694	1.3294668e-06	0.00048787144	0.031703137	0.00034885175	0.047711793
28	8	3639	2440	26.401	37.162	776.5	65.225	0.99949753	2.7248413e-07	0.00041998483	1.5520822e-05	1.2825785e-06	6.535626e-05
28	3	2883	2472	27.0	34.0	745.5	90.0	0.9999118	1.2459734e-07	6.0639206e-05	1.3447905e-06	1.1635284e-06	2.4913068e-05
28	9	2901	1520	20.616	56.851	978.0	50.711	0.11592864	1.1368254e-06	6.263118e-05	0.0005878084	0.0026681526	0.8807516
28	15	4787	2643	27.663	53.285	1225.5	6.34	0.99856025	5.8653097e-08	6.0267935e-06	3.675849e-05	2.9595108e-06	0.0013939448
28	13	2915	726	29.262	54.252	1248.5	70.346	0.993666	4.138171e-06	0.00033970538	0.00012065709	6.570875e-05	0.005803729
28	7	1257	2364	29.53	64.885	1534.0	28.179	0.997778	1.086806e-09	7.769208e-08	2.00256e-05	2.2896313e-07	0.0022016107
28	4	3631	2551	26.173	65.054	1441.0	45.0	0.99975973	4.3448267e-09	1.15962905e-07	2.44694e-06	3.2074743e-07	0.00023727822
28	10	2987	987	28.653	58.669	1349.5	60.255	0.9961079	2.0564355e-09	2.020944e-07	1.2960256e-05	7.840697e-06	0.0038711333
28	2	4701	2367	27.203	60.803	1331.0	53.746	0.99993086	1.0565965e-08	1.0745189e-06	6.8646546e-07	6.093887e-07	6.676582e-05
28	14	3286	495	30.923	68.398	1671.0	13.325	0.99973696	6.547258e-10	1.5154699e-08	5.28724e-08	3.7828949e-07	0.00026260552
28	6	4706	2562	25.812	50.717	1057.0	80.538	0.5375206	4.7061118e-07	4.9514558e-05	0.07379317	0.0003748451	0.38826138
28	12	2759	951	28.745	75.44	1797.0	13.325	0.98684686	2.2574576e-09	4.909965e-08	3.4714336e-05	7.240849e-06	0.013111159
29	8	3639	2426	30.529	36.892	860.5	57.529	0.99863106	8.3249324e-07	0.00010119232	5.963809e-05	1.723893e-05	0.0011900604
29	3	2896	2493	27.409	50.914	1128.5	38.367	0.99999595	2.322643e-09	5.1273463e-07	3.1299752e-08	1.3364263e-07	3.4231552e-06
29	11	1395	944	25.0	49.041	985.0	16.504	0.9422675	1.8940976e-06	9.25441e-05	0.0007722643	0.0066452543	0.050220486
29	6	4695	2567	26.173	35.355	722.0	82.875	0.9998841	3.745087e-07	6.2911604e-05	1.0633143e-05	1.4685041e-06	4.05151e-05
29	13	2927	694	29.069	58.138	1386.0	49.185	0.99994373	3.0630634e-09	6.216796e-07	3.1416423e-06	1.0089652e-06	5.1512612e-05
29	15	4795	2688	27.042	58.977	1311.5	71.565	0.39986128	6.7632715e-07	3.5620298e-05	0.011403054	0.00013247931	0.58856684
29	4	3655	2583	26.833	46.957	1055.5	63.435	0.9998863	3.3132745e-09	4.0163736e-06	1.0986729e-05	2.7718926e-07	9.838476e-05
29	9	2927	1484	24.026	47.95	893.5	11.31	0.99854016	5.523038e-06	0.00074824475	0.00013830632	0.00038900826	0.00017882847
29	2	4689	2324	27.166	58.421	1327.5	6.52	0.9797528	1.112802e-08	5.462599e-08	1.45743525e-05	6.611073e-07	0.020231988
29	7	1243	2409	28.16	63.891	1476.5	17.241	0.93496805	1.1479674e-07	5.046172e-06	0.0028982027	8.508089e-06	0.062120087
29	10	3035	971	25.348	69.025	1481.5	74.578	0.062166568	2.593088e-07	5.0236e-06	0.0005600659	0.002979152	0.93428886
29	14	3336	489	30.647	63.089	1546.0	61.557	0.9999341	3.3031096e-09	2.1747915e-07	4.2546926e-06	5.1665415e-07	6.082167e-05
29	12	2809	965	27.893	69.123	1592.5	14.036	0.99824417	8.294855e-09	4.019788e-07	6.974718e-05	1.0531574e-05	0.0016752641
30	6	4714	2572	28.991	36.062	828.0	45.0	0.9995359	1.1913022e-06	3.551086e-05	0.0001652367	2.3989166e-06	0.000259763
30	4	3650	2577	26.627	56.303	1212.0	56.31	0.99212706	5.7027904e-07	0.00020887314	0.0048713265	0.00023028364	0.0025619033
30	8	3662	2409	27.5	47.405	1020.5	36.87	0.9991196	1.3249853e-07	0.0006126398	0.00022098469	2.8543213e-06	4.378818e-05
30	3	2936	2502	27.459	61.0	1314.0	79.563	0.5936596	4.582139e-08	1.5013492e-06	0.00045868286	0.0009502226	0.40493003
30	11	1355	928	23.479	61.719	1224.0	25.769	0.95491725	9.4992906e-08	9.2515535e-07	5.6278197e-05	0.00016014164	0.044865344
30	13	2961	669	27.336	55.698	1241.0	49.399	0.999925	1.324536e-08	1.7264633e-06	5.1751517e-06	1.0228753e-06	6.7000474e-05
30	9	2915	1444	21.633	55.471	984.0	55.886	0.9977894	6.51117e-08	8.008724e-06	9.949543e-06	0.00016481652	0.0020278378
30	14	3363	474	35.0	36.0	998.5	90.0	0.99994063	4.0598323e-08	1.05222325e-05	3.730827e-06	6.2199604e-07	4.442239e-05
30	7	1218	2439	29.155	62.394	1437.5	67.932	0.99968445	4.0510484e-09	3.595313e-07	3.9863338e-07	1.8578996e-06	0.0003129681
30	2	4703	2279	25.715	59.927	1331.5	26.565	0.99349517	5.641454e-07	2.0019517e-05	0.00016890446	1.2864023e-05	0.006302483
30	12	2841	967	31.0	42.0	1029.5	90.0	0.9999025	4.685154e-08	9.4584975e-06	1.44603455e-05	5.9064496e-07	7.291023e-05
30	15	4796	2733	28.231	56.462	1261.5	22.834	0.93967	5.2015633e-07	3.987586e-06	8.987174e-06	6.0673383e-06	0.06031035
30	10	3077	954	28.425	51.225	1130.5	51.009	0.99926764	6.6806244e-08	6.4963766e-05	0.00024140398	1.1575947e-05	0.0004143743
31	12	2823	960	29.77	50.559	1200.0	8.746	0.99995446	1.3435767e-09	9.4595697e-07	3.4828581e-06	9.3465765e-08	4.1061143e-05
31	14	3363	471	34.648	38.891	1071.0	45.0	0.9999467	4.183102e-08	1.835247e-05	1.1079394e-06	3.4437147e-07	3.3377913e-05
31	4	3634	2553	28.399	39.579	892.5	63.435	0.9858109	2.2621648e-06	8.344037e-05	0.00020397507	5.838352e-05	0.013841011
31	8	3671	2396	27.0	29.0	616.5	90.0	0.99932766	2.0860452e-06	0.00023635286	3.6666777e-05	3.6146645e-05	0.00036112827
31	10	3079	927	28.412	51.916	1185.0	61.39	0.9999627	1.2436927e-08	1.7719848e-06	1.7981894e-06	2.502604e-07	3.3517557e-05
31	13	2972	644	29.833	45.354	1078.0	75.964	0.9999591	1.247618e-08	4.562427e-06	5.6402286e-07	2.395632e-07	3.5484856e-05
31	6	4742	2597	24.413	63.82	1318.5	35.538	0.99473095	3.3255514e-08	5.242188e-07	1.58526e-05	2.6028416e-05	0.0052266885
31	11	1332	903	29.0	45.0	1021.0	90.0	0.99701643	2.529302e-07	9.70365e-07	2.3652854e-06	6.7781684e-07	0.0029792872
31	3	2978	2475	25.7	62.71	1335.0	37.875	0.92453974	3.9185005e-07	1.8155504e-05	0.00014872676	7.649433e-05	0.07521643
31	7	1173	2448	27.459	68.066	1515.5	79.509	0.98588157	1.6176063e-08	6.9048715e-06	0.012862772	9.32063e-06	0.0012394444
31	2	4722	2243	25.947	49.043	1037.5	23.199	0.99587977	2.4119487e-07	0.0006194114	0.00077650073	1.4126989e-05	0.0027099836
31	9	2883	1408	21.966	52.445	909.5	48.576	0.9795616	6.1715073e-06	0.0006484322	0.0007743182	0.0025752408	0.016434165
31	15	4764	2768	24.698	61.911	1290.5	58.392	0.42064273	2.9173048e-05	0.0015928916	0.07265005	0.0071120136	0.4979731
32	14	3350	466	32.757	38.588	1016.0	30.964	0.9998524	1.447751e-08	3.5150575e-07	1.2478085e-06	7.223818e-08	0.00014586802
32	13	2969	643	29.21	45.894	1080.5	82.405	0.9999442	2.874133e-08	1.09919565e-05	1.2578739e-06	7.1855254e-07	4.2774278e-05
32	8	3684	2413	25.164	50.707	1068.5	40.101	0.99998105	4.732467e-09	1.9476697e-06	1.1627649e-06	6.187064e-07	1.5190085e-05
32	12	2807	938	31.149	67.515	1689.5	71.565	0.8746918	3.638521e-07	1.8150089e-05	0.0012831382	5.7205958e-05	0.1239494
32	10	3057	900	28.284	45.255	991.5	45.0	0.9896415	3.2995266e-07	0.0010051508	0.0053558163	1.1582196e-05	0.0039856713
32	2	4722	2221	26.907	39.623	844.5	47.49	0.9999336	4.1366558e-08	1.26436535e-05	3.5308906e-06	3.429639e-07	4.9882347e-05
32	11	1351	868	23.817	62.938	1260.5	38.66	0.42851928	1.5499784e-07	9.348877e-07	0.002795112	9.855083e-06	0.5686747
32	6	4768	2622	28.792	44.011	948.0	69.146	0.99970967	3.625844e-08	1.5328695e-06	1.564336e-06	2.5043127e-07	0.00028697157
32	4	3616	2516	25.539	66.508	1417.5	66.801	0.9266332	2.3927166e-07	8.065578e-06	0.0015312984	3.1590156e-05	0.071795605
32	9	2874	1376	24.352	44.598	851.0	19.654	0.99952245	1.0305417e-06	0.00024958467	3.154154e-05	7.840763e-05	0.00011702251
32	7	1139	2468	31.217	59.519	1440.5	32.196	0.99434364	3.8502432e-09	1.1361201e-07	3.3704535e-05	4.1579827e-07	0.005622217
32	15	4728	2787	25.632	48.104	954.0	69.444	0.15447894	1.1968049e-06	0.02396208	0.8181849	0.0005878203	0.0027850575
32	3	2998	2434	25.71	53.6	1144.0	14.036	0.9992235	2.418349e-07	2.8864873e-05	0.00016830463	3.618614e-06	0.0005754868
33	10	3068	917	27.505	54.337	1236.0	63.435	0.99755716	2.580925e-08	0.00013509888	0.0019733915	3.4447814e-06	0.00033084193
33	13	2966	666	34.0	36.0	926.0	90.0	0.99992836	3.3139848e-08	4.541211e-06	2.194862e-06	2.632999e-07	6.4587744e-05
33	2	4703	2212	28.0	35.0	762.5	90.0	0.99980205	4.4108717e-07	2.9425788e-05	3.5988338e-05	2.0723805e-06	0.00013004172
33	14	3336	497	27.281	61.492	1364.5	26.565	0.370345	6.715918e-07	0.00021837512	0.47653934	0.00026153921	0.15263502
33	15	4718	2798	30.0	31.0	727.0	90.0	0.9999808	6.123977e-08	9.645988e-06	3.7340575e-07	2.443909e-07	8.86991e-06
33	6	4757	2654	24.698	61.911	1292.0	30.964	0.9958742	5.4398367e-08	5.9515805e-06	0.00051358284	3.5367627e-06	0.0036026575
33	3	3010	2413	29.0	37.0	848.0	90.0	0.99992204	4.189658e-08	4.6139256e-05	9.132345e-06	1.1181935e-06	2.1578353e-05
33	8	3724	2424	26.235	61.027	1264.0	82.304	0.99529356	1.6619678e-08	1.0966504e-06	2.8667143e-06	4.9613296e-05	0.0046528704
33	9	2903	1341	20.887	57.055	965.0	48.814	0.48207638	8.127997e-06	0.00040791265	0.0026994583	0.15785363	0.3569545
33	4	3610	2473	28.792	53.488	1248.0	20.772	0.9995987	1.0167312e-08	2.2807337e-06	1.2650952e-06	1.6398714e-07	0.00039758536
33	11	1376	829	26.405	57.717	1193.0	19.44	0.8040697	7.423439e-07	1.391459e-05	0.0023916857	3.23631e-05	0.1934917
33	12	2785	890	28.43	71.234	1728.5	67.011	0.8981342	7.740014e-07	9.2562295e-05	0.030148614	0.00015764532	0.07146622
33	7	1127	2511	28.987	65.736	1546.0	14.744	0.35051575	6.728296e-08	5.771866e-07	0.012346879	7.676917e-06	0.63712907
34	2	4704	2216	27.0	32.0	676.0	90.0	0.99992526	3.574341e-07	2.6228063e-05	1.6763443e-06	2.2509626e-06	4.4285633e-05
34	10	3072	924	29.411	41.11	948.0	71.565	0.9998375	1.8903798e-07	4.6133067e-05	5.1476077e-06	3.6437139e-06	0.00010729565
34	13	2940	666	29.411	52.498	1204.0	72.181	0.9992113	1.2218282e-08	9.856054e-07	2.4720515e-05	6.225619e-06	0.0007566671
34	15	4735	2821	26.349	54.5	1170.5	56.976	0.97304654	4.869479e-06	0.00024974713	0.0047463584	0.00022812934	0.021724336
34	14	3328	527	32.129	42.252	1034.0	68.749	0.9885268	3.737088e-06	2.6023044e-05	4.865154e-05	3.8618084e-05	0.011356041
34	3	3042	2414	26.0	57.0	1255.0	90.0	0.99943846	4.070683e-09	3.462594e-07	2.7029484e-05	1.8584942e-05	0.0005155087
34	4	3644	2447	26.571	63.906	1387.0	70.017	0.9898756	3.0261802e-08	1.1601343e-05	0.0025494494	0.00046063593	0.007102724
34	8	3762	2399	27.785	55.57	1199.0	30.141	0.9992441	2.8105276e-07	2.3465265e-05	7.6743396e-05	2.5651845e-05	0.0006297278
34	9	2932	1312	22.809	41.367	730.5	26.565	0.6789175	0.0002803437	0.08818062	0.13091174	0.081695884	0.020013833
34	11	1371	785	24.166	62.65	1286.0	65.854	0.96036756	9.209263e-07	3.7670306e-05	0.0007727411	3.4875375e-05	0.038786262
34	7	1102	2544	29.967	64.405	1490.5	64.134	0.99995196	4.5613752e-10	2.5423372e-08	7.629173e-09	2.1681695e-08	4.7992264e-05
34	12	2781	843	32.423	65.324	1654.5	16.991	0.88402724	2.477598e-07	5.44186e-06	0.0028464433	1.5542995e-05	0.113105096
34	6	4743	2706	26.043	69.615	1454.0	86.73	0.503791	1.0734073e-07	2.255373e-07	8.4459105e-05	1.2806869e-05	0.49611145
35	10	3068	926	28.443	40.608	907.0	79.695	0.9987851	2.106801e-06	0.00092161156	2.4107843e-05	3.0876774e-05	0.0002363505
35	2	4697	2222	27.987	39.054	887.5	18.435	0.9980258	4.7855383e-07	5.698979e-05	3.976685e-05	3.099693e-05	0.0018460326
35	13	2926	682	31.305	36.235	895.5	63.435	0.99981517	3.5667765e-07	5.5232515e-05	1.0118663e-05	1.7814112e-06	0.00011737313
35	14	3355	546	28.399	61.939	1487.0	26.565	0.99990904	7.150385e-10	6.067105e-08	2.244414e-06	4.4805816e-07	8.8081404e-05
35	9	2929	1285	22.472	46.325	819.0	57.529	0.99207723	3.0401857e-06	0.0020323687	0.0029154974	0.0012006236	0.001771196
35	8	3768	2368	26.669	39.259	814.0	82.875	0.9998419	3.048563e-07	6.469355e-05	7.91347e-06	9.119004e-06	7.597906e-05
35	15	4747	2865	26.019	60.075	1316.0	2.726	0.9997693	2.5436466e-09	3.7927578e-08	1.9608217e-06	1.1144197e-07	0.00022872988
