Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	DIDnas	NONpro	PARbur	PARcau	SPIter	STEvir
27	4	2747	1947	28.16	75.0	1725.0	16.39	0.99901927	1.0376184e-06	9.887865e-08	3.7865404e-05	7.114312e-06	0.0009345026
27	1	3755	2586	28.888	49.503	1137.5	66.501	0.9999895	4.2344874e-09	3.9073246e-08	3.3526223e-07	2.1611285e-08	1.009163e-05
27	13	1151	406	27.019	56.223	1250.0	51.34	0.99983454	1.2022683e-08	1.2073001e-09	1.1278465e-06	2.6342075e-08	0.00016426465
27	8	4576	1319	28.425	57.628	1338.5	51.34	0.99986196	9.668675e-08	4.4600846e-08	0.00011479489	1.8257785e-07	2.294311e-05
27	5	3264	1925	26.8	66.703	1445.5	36.87	0.9998274	1.6218339e-06	1.04389656e-07	3.4054738e-05	4.4674102e-06	0.00013234171
27	11	1865	965	24.87	54.392	1067.5	29.476	0.9999925	6.3095187e-09	2.8093432e-09	6.7995975e-06	1.4145522e-08	7.2348934e-07
27	2	1078	2617	24.824	60.912	1238.5	80.272	0.99888116	1.001062e-06	8.7139735e-09	0.00011272097	1.0907172e-05	0.0009942645
27	6	4786	1533	28.425	62.482	1208.5	40.236	0.9965013	2.5313643e-06	5.9043672e-05	3.2756038e-06	6.201234e-07	0.0034331589
27	15	2775	84	26.0	69.08	1512.0	22.068	0.9991596	5.0966527e-08	3.2961978e-09	0.0006789018	1.2132385e-07	0.00016137747
28	14	3014	532	28.987	47.321	1081.5	15.945	0.99972504	1.4129668e-07	3.078644e-06	8.197998e-06	1.7555776e-06	0.00026178523
28	12	334	901	25.0	37.0	741.0	90.0	0.99965465	1.0355239e-05	1.0900227e-06	1.551052e-05	4.4365743e-07	0.00031799267
28	10	1579	1050	23.265	51.13	985.0	80.91	0.99985373	3.297073e-07	8.409596e-09	2.8312045e-06	2.4300407e-05	0.00011868348
28	3	3152	2223	22.361	53.666	1004.5	63.435	0.9990007	5.46356e-06	0.00011247522	0.00069008657	0.0001167538	7.44757e-05
28	7	3859	1455	24.698	55.758	1135.0	32.196	0.99989057	8.8850027e-07	4.1661227e-08	2.7851564e-05	8.265554e-06	7.24747e-05
28	8	4554	1324	34.409	43.829	1197.0	35.218	0.9999889	3.293175e-09	8.329473e-09	2.6743939e-08	2.9198515e-09	1.1125958e-05
28	1	3780	2559	26.669	59.601	1365.5	30.466	0.99999607	3.9644934e-08	4.606045e-09	4.530105e-07	6.085203e-08	3.3444421e-06
28	15	2751	134	27.722	68.18	1510.0	39.289	0.9703195	5.4408943e-06	1.6227242e-08	2.07272e-05	1.1092587e-05	0.02964325
28	0	3356	2679	26.87	59.397	1244.0	45.0	0.99997663	2.6889845e-08	4.6572435e-10	4.2601314e-08	5.332223e-08	2.3232098e-05
28	13	1118	384	26.101	56.473	1217.0	20.556	0.9991788	7.8413717e-07	2.402891e-09	1.2980953e-06	1.8008969e-06	0.0008172943
28	11	1891	998	24.99	57.884	1144.0	70.017	0.99966025	5.2550934e-07	2.531535e-06	0.00027731896	5.6795134e-06	5.3620744e-05
28	6	4808	1492	28.182	69.995	1638.0	25.71	0.9435309	1.0504222e-05	5.7908807e-07	0.03896585	2.3974932e-05	0.017468195
28	4	2699	1927	29.703	78.411	1808.5	36.193	0.99885714	4.4813524e-07	2.7487393e-10	3.3381315e-07	2.4461846e-07	0.0011418081
28	2	1033	2610	25.5	60.177	1268.5	28.61	0.9998242	5.2893034e-07	5.1321742e-09	1.6622397e-06	1.9898575e-06	0.00017161648
28	5	3310	1938	28.111	63.697	1421.5	85.601	0.99998605	1.2081333e-08	4.922635e-09	2.0054206e-07	1.001118e-07	1.3583805e-05
29	14	3029	552	28.147	49.912	1161.0	78.69	0.9999492	6.6541915e-08	1.1975027e-06	2.2534212e-05	1.9105649e-07	2.676813e-05
29	12	365	901	23.0	51.0	1024.5	90.0	0.99982315	1.9987717e-06	1.2365904e-06	5.081972e-06	9.024327e-06	0.00015963998
29	8	4526	1297	31.401	65.437	1670.5	38.66	0.9999566	5.2319468e-08	2.4330232e-10	1.799423e-05	3.6996113e-08	2.5297139e-05
29	13	1092	364	28.182	47.637	1079.0	64.29	0.9201784	3.3849596e-05	1.6824971e-06	0.00032922698	2.7939092e-05	0.0794289
29	3	3144	2184	25.244	50.142	1026.5	8.746	0.9999143	3.802379e-07	1.655107e-05	4.0142826e-05	6.767884e-06	2.1784539e-05
29	0	3374	2641	26.0	48.0	1016.5	90.0	0.99574006	2.8734376e-06	0.0037498197	7.878432e-05	3.795617e-05	0.00039050283
29	10	1533	1063	23.712	65.094	1211.5	65.323	0.99745506	1.1083704e-06	1.08119416e-07	0.000117342555	3.0530053e-05	0.0023959097
29	1	3809	2520	26.907	63.781	1411.5	48.691	0.9999739	5.285196e-08	5.255659e-09	4.2036036e-06	1.833363e-08	2.1830056e-05
29	7	3811	1445	23.927	58.639	1122.5	78.69	0.97179925	6.0191756e-05	2.1379134e-05	0.008147719	0.005661064	0.014310381
29	11	1904	1043	23.243	52.974	1009.0	71.565	0.95079464	7.9774465e-05	0.0020598755	0.04404924	0.00093762047	0.0020788265
29	15	2705	160	27.866	69.3	1572.5	81.347	0.9992798	4.3653895e-08	7.4906206e-11	1.6155373e-07	1.2695048e-06	0.0007187027
29	2	995	2584	25.387	55.915	1175.5	31.759	0.9987286	1.7792207e-06	8.185168e-07	0.0006053555	2.0644708e-05	0.00064290565
29	5	3358	1918	27.459	65.734	1492.5	56.821	0.99985623	6.037099e-07	1.717975e-08	1.8744897e-05	6.749322e-06	0.00011768529
29	4	2673	1883	30.414	76.118	1837.0	80.074	0.90334255	4.6254212e-07	3.3760607e-08	0.0006902129	9.904812e-06	0.0959568
29	6	4846	1453	30.004	72.81	1653.0	66.801	0.9539565	5.3420575e-07	1.659981e-08	3.6009267e-05	2.7811914e-06	0.04600419
30	12	388	908	28.04	39.538	839.0	58.392	0.99965703	1.8102932e-06	5.1495385e-07	1.1157058e-05	1.7602386e-07	0.00032934567
30	0	3375	2625	26.87	31.113	635.5	45.0	0.94354814	0.0005614286	0.028764032	0.00224157	0.0015235924	0.023361288
30	13	1089	327	27.115	58.713	1313.5	4.97	0.9997218	1.9294964e-08	4.0370704e-08	0.00014706608	4.2253376e-08	0.00013106276
30	14	3038	592	28.46	62.298	1466.0	71.565	0.9987356	3.998942e-07	1.1673065e-07	0.00020705849	6.8959787e-07	0.0010562037
30	2	966	2576	27.731	42.485	899.5	63.435	0.99996996	2.0104092e-07	1.1653385e-06	8.1689095e-06	5.748979e-07	1.990853e-05
30	11	1922	1070	24.166	42.048	803.0	25.346	0.9804206	1.1235041e-05	0.0019365997	0.0074376846	0.001403619	0.008790185
30	3	3158	2141	23.087	54.406	1036.0	17.103	0.9986934	1.5052834e-06	1.0096026e-06	0.0008250712	4.5406992e-05	0.0004337191
30	7	3769	1464	24.207	53.263	1040.0	50.711	0.9936233	3.6936524e-06	2.195811e-06	0.004995046	4.8333237e-05	0.0013272957
30	4	2671	1842	31.257	53.46	1291.5	81.87	0.99996436	7.032222e-08	1.2455056e-05	1.6768095e-06	2.9095705e-07	2.116689e-05
30	1	3852	2502	27.518	64.018	1443.0	88.493	0.99756134	1.18235036e-07	3.3737513e-09	2.2431454e-06	1.6599134e-07	0.002436081
30	8	4478	1277	29.017	71.063	1714.0	2.663	0.9984921	1.6572677e-08	5.1888834e-11	1.7211835e-06	1.3310299e-08	0.0015060699
30	5	3399	1897	29.275	56.569	1283.5	81.87	0.9997621	2.8209075e-07	5.7930134e-07	7.703576e-06	2.0032105e-06	0.00022727661
30	10	1496	1101	24.166	65.307	1285.0	25.408	0.9870926	1.9650627e-06	2.3341647e-07	0.0080015445	2.17097e-05	0.0048819254
30	15	2650	156	25.598	67.958	1489.5	11.976	0.96378374	6.418588e-06	4.545565e-08	4.7027784e-06	0.00018944636	0.036015663
30	6	4898	1447	28.779	67.67	1614.0	8.13	0.9981615	3.8703857e-07	6.8758306e-09	3.1737643e-05	3.0985564e-07	0.001806135
31	4	2668	1848	30.104	62.075	1508.0	10.491	0.9993315	3.1343768e-07	7.5924945e-06	0.0005209872	4.7441895e-06	0.00013490311
31	0	3399	2634	25.71	54.342	1132.0	13.241	0.9408805	7.171424e-05	3.5085844e-07	0.0008175177	0.0009986196	0.057231363
31	12	395	942	24.515	56.294	1176.0	77.905	0.98185664	1.3265262e-06	3.1512673e-06	0.007862793	1.3303237e-05	0.010262838
31	2	945	2604	24.698	56.604	1199.5	31.759	0.9997849	2.497939e-07	2.304865e-08	2.2737078e-05	3.696485e-07	0.00019180267
31	11	1957	1077	22.277	55.084	1043.0	8.746	0.9937704	1.4696823e-06	4.480115e-07	0.004628007	0.00025361136	0.0013460292
31	7	3742	1474	28.636	34.713	767.0	11.31	0.9999287	5.558397e-07	1.49699845e-05	3.2203174e-05	3.1763968e-06	2.0315034e-05
31	13	1092	284	27.074	57.315	1273.0	84.806	0.99969447	2.576892e-08	3.6738783e-08	7.311828e-05	6.081512e-08	0.00023232952
31	3	3156	2099	24.151	48.541	963.5	64.654	0.9996309	4.331025e-07	4.545885e-05	0.00025041527	2.2176795e-05	5.0677285e-05
31	5	3440	1911	27.5	63.806	1432.0	37.476	0.99999964	1.9287216e-09	5.938529e-11	2.254578e-08	8.43283e-09	3.460556e-07
31	1	3896	2510	27.115	55.617	1251.5	22.166	0.9999819	4.243189e-08	3.6133606e-08	7.450865e-06	4.3887152e-07	1.0225428e-05
31	6	4932	1449	29.09	41.836	959.5	65.556	0.9999262	5.6027234e-06	1.7312213e-07	5.02791e-07	7.380101e-08	6.74916e-05
31	14	3070	631	29.53	68.476	1589.0	28.926	0.99944395	2.0122195e-08	1.0458194e-11	1.1939482e-08	1.392025e-08	0.00055606186
31	15	2608	150	28.16	50.16	1080.5	85.236	0.98988545	4.7756353e-06	1.7950072e-07	0.0003822925	5.014531e-06	0.009722231
31	8	4428	1290	28.218	67.847	1576.0	60.255	0.9998652	4.0791105e-07	4.9961027e-08	5.669261e-05	1.8317376e-06	7.590115e-05
31	10	1481	1151	24.042	55.66	1103.0	17.103	0.8306992	1.78676e-05	4.7504192e-05	0.1527257	0.00047923462	0.016030496
32	7	3743	1471	26.476	35.693	742.5	78.69	0.9999294	4.5535515e-07	2.3555443e-05	3.0891904e-05	2.3801545e-06	1.3226732e-05
32	4	2664	1875	34.0	39.0	1040.0	90.0	0.9996766	4.894364e-07	3.0772796e-06	6.9254447e-06	5.5415416e-07	0.000312369
32	6	4942	1426	28.862	55.543	1317.0	14.036	0.99848026	1.3101393e-07	4.0530637e-10	3.605192e-05	6.6834374e-08	0.0014834702
32	15	2593	159	28.284	31.113	728.5	45.0	0.999956	5.559786e-06	8.8669447e-07	1.3076057e-06	1.7506068e-07	3.6088506e-05
32	1	3920	2518	28.0	36.0	787.0	90.0	0.9999924	1.0047474e-07	9.70977e-07	1.4312702e-06	8.682455e-08	5.0023696e-06
32	0	3444	2629	25.715	61.272	1221.0	62.745	0.86578643	0.00011084839	1.4226849e-06	9.4971394e-05	0.00050408754	0.13350229
32	2	913	2636	25.739	64.688	1337.0	60.803	0.9965953	6.5717977e-06	5.292806e-07	1.9262223e-05	9.382457e-06	0.0033690357
32	13	1077	245	25.928	59.424	1315.5	51.633	0.9977704	9.4545754e-07	7.74116e-09	9.219014e-06	4.1974073e-07	0.002219019
32	12	419	983	25.11	60.914	1205.5	35.538	0.99173343	1.841481e-05	2.5159693e-07	0.0003126569	4.456021e-05	0.007890743
32	11	1999	1092	23.817	55.913	1084.5	38.367	0.99948454	3.0948323e-07	1.6174546e-07	8.1793114e-05	7.4444716e-07	0.00043242032
32	10	1457	1181	24.597	53.666	1073.0	63.435	0.99997425	7.6607265e-08	5.269794e-09	4.3392444e-07	6.7527293e-07	2.4568742e-05
32	8	4395	1308	30.594	47.854	1149.5	78.69	0.9999584	5.7739314e-08	7.411514e-08	8.3175104e-07	3.751841e-08	4.0628307e-05
32	3	3133	2060	22.389	56.189	1032.5	60.461	0.9959072	1.257919e-05	1.9209026e-06	0.00033311264	0.00022157561	0.0035236205
32	14	3120	639	27.295	64.938	1493.0	80.272	0.99994886	1.0659193e-07	1.0543684e-09	2.9050852e-06	2.1851888e-06	4.594229e-05
32	5	3477	1943	26.401	62.008	1356.5	37.875	0.9980281	8.587484e-06	3.641644e-07	0.0012815611	0.00011154446	0.0005698155
33	15	2606	158	27.115	44.679	959.0	85.236	0.9999393	5.526746e-07	3.637956e-06	2.3801158e-05	6.414385e-07	3.2068547e-05
33	7	3754	1465	27.0	34.0	737.0	90.0	0.99993384	3.4175687e-07	6.2370705e-06	3.206025e-06	4.0495053e-07	5.598421e-05
33	1	3925	2502	27.166	48.26	1081.5	5.711	0.99999964	6.193226e-10	7.487236e-09	3.6567016e-08	3.2771055e-10	3.521803e-07
33	8	4370	1295	31.82	55.861	1481.5	45.0	0.9999962	8.116399e-09	6.2260475e-10	1.784897e-06	1.47370685e-08	2.0298849e-06
33	4	2646	1907	28.623	80.295	1902.0	27.897	0.38265055	5.466869e-07	1.4870804e-07	0.503685	5.131705e-06	0.11365865
33	6	4965	1389	30.303	66.002	1562.0	52.853	0.99992466	2.2206805e-07	2.6466194e-07	2.5853427e-05	8.639809e-08	4.891332e-05
33	5	3507	1957	28.0	43.0	964.0	90.0	0.9997973	5.4988925e-07	4.565105e-06	0.00016396976	1.661469e-06	3.212637e-05
33	13	1048	214	26.707	58.019	1233.5	51.953	0.9999449	9.064773e-07	4.2171675e-07	8.9129327e-07	1.2717474e-06	5.1546976e-05
33	0	3476	2591	24.52	61.215	1223.5	19.983	0.7825171	0.00010145952	1.1859822e-05	0.0070885173	0.00092462095	0.20935647
33	14	3160	634	29.155	48.26	1132.0	5.711	0.9998839	8.645622e-08	2.0670134e-06	4.441805e-05	1.1005163e-06	6.856488e-05
33	11	2021	1132	24.749	56.004	1153.5	81.87	0.99706703	4.3415915e-07	1.6989696e-07	0.00024414368	1.646018e-05	0.0026718047
33	2	868	2646	25.02	60.075	1225.5	3.094	0.9987903	1.45644235e-05	3.700934e-07	3.519591e-05	2.7188876e-06	0.0011568995
